No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
4073.0,Décembre,8.0,17,16.0,17.0,46.0,9.0,19.0,300.0,114.0,35.6,996.1,14.3,0.0,NW,1.2,École Richard-Toll
4074.0,Décembre,8.0,17,17.0,13.0,33.0,8.0,21.0,400.0,108.0,34.2,996.1,12.5,0.0,NNW,1.8,École Richard-Toll
4075.0,Décembre,8.0,17,18.0,10.0,18.0,7.0,28.0,400.0,99.0,32.1,997.2,12.8,0.0,N,0.9,École Richard-Toll
4076.0,Décembre,8.0,17,19.0,11.0,32.0,6.0,41.0,500.0,80.0,28.7,997.7,15.6,0.0,NNW,0.8,École Richard-Toll
4077.0,Décembre,8.0,17,20.0,14.0,33.0,5.0,46.0,400.0,61.0,26.3,998.4,16.5,0.0,NE,0.4,École Richard-Toll
4078.0,Décembre,8.0,17,21.0,12.0,21.0,4.0,41.0,400.0,59.0,25.2,999.0,15.2,0.0,NW,0.0,École Richard-Toll
4079.0,Décembre,8.0,17,22.0,14.0,39.0,5.0,67.0,400.0,24.0,27.9,999.3,13.4,0.0,NE,0.9,École Richard-Toll
4080.0,Décembre,8.0,17,23.0,20.0,46.0,5.0,76.0,400.0,10.0,24.9,999.8,15.2,0.0,NE,1.4,École Richard-Toll
4081.0,Décembre,8.0,18,0.0,15.0,20.0,5.0,53.0,300.0,31.0,26.3,999.8,14.1,0.0,NNE,0.7,École Richard-Toll
4082.0,Décembre,8.0,18,1.0,10.0,24.0,4.0,35.0,300.0,48.0,25.2,1000.5,14.0,0.0,NE,1.9,École Richard-Toll
4083.0,Décembre,8.0,18,2.0,9.0,20.0,4.0,36.0,300.0,39.0,24.3,1001.3,14.7,0.0,N,1.3,École Richard-Toll
4084.0,Décembre,8.0,18,3.0,10.0,14.0,5.0,33.0,700.0,,23.3,1001.8,16.1,0.0,NNW,0.6,École Richard-Toll
4085.0,Décembre,8.0,18,4.0,4.0,18.0,6.0,33.0,200.0,15.0,22.5,1002.3,16.8,0.0,ENE,0.2,École Richard-Toll
4086.0,Décembre,8.0,18,5.0,8.0,14.0,3.0,50.0,400.0,16.0,22.5,1003.1,16.1,0.0,E,1.1,École Richard-Toll
4087.0,Décembre,8.0,18,6.0,15.0,36.0,6.0,70.0,900.0,2.0,24.9,1003.7,17.1,0.0,NE,1.6,École Richard-Toll
4088.0,Décembre,8.0,18,7.0,14.0,56.0,5.0,62.0,400.0,3.0,26.5,1004.0,17.6,0.0,NE,1.1,École Richard-Toll
4089.0,Décembre,8.0,18,8.0,15.0,40.0,8.0,44.0,500.0,21.0,29.9,1004.2,16.3,0.0,ENE,1.5,École Richard-Toll
4090.0,Décembre,8.0,18,9.0,12.0,45.0,7.0,40.0,500.0,32.0,31.7,1004.0,15.2,0.0,NNE,2.7,École Richard-Toll
4091.0,Décembre,8.0,18,10.0,6.0,33.0,7.0,31.0,500.0,57.0,32.8,1003.8,13.9,0.0,NE,3.3,École Richard-Toll
4092.0,Décembre,8.0,18,11.0,13.0,33.0,5.0,24.0,400.0,82.0,33.4,1003.5,13.5,0.0,N,3.1,École Richard-Toll
4093.0,Décembre,8.0,18,12.0,5.0,5.0,4.0,16.0,400.0,91.0,33.9,1003.0,13.9,0.0,N,2.9,École Richard-Toll
4094.0,Décembre,8.0,18,13.0,3.0,6.0,5.0,17.0,400.0,99.0,34.3,1002.5,13.7,0.0,NNW,2.9,École Richard-Toll
4095.0,Décembre,8.0,18,14.0,3.0,23.0,7.0,21.0,400.0,112.0,35.0,1001.7,13.8,0.0,NNW,2.3,École Richard-Toll
4096.0,Décembre,8.0,18,15.0,8.0,10.0,6.0,17.0,400.0,124.0,34.7,1001.2,15.6,0.0,WSW,1.4,École Richard-Toll
4097.0,Décembre,8.0,18,16.0,10.0,10.0,7.0,16.0,400.0,136.0,34.8,1001.1,14.1,0.0,WSW,1.4,École Richard-Toll
4098.0,Décembre,8.0,18,17.0,13.0,22.0,8.0,20.0,400.0,136.0,33.0,1001.3,19.5,0.0,WSW,2.1,École Richard-Toll
4099.0,Décembre,8.0,18,18.0,13.0,51.0,7.0,26.0,400.0,131.0,30.4,1002.1,17.5,0.0,SW,2.1,École Richard-Toll
4100.0,Décembre,8.0,18,19.0,20.0,72.0,5.0,43.0,400.0,153.0,28.8,1002.9,18.0,0.0,SSW,0.9,École Richard-Toll
4101.0,Décembre,8.0,18,20.0,21.0,45.0,5.0,48.0,500.0,139.0,27.4,1003.5,19.2,0.0,W,0.4,École Richard-Toll
4102.0,Décembre,8.0,18,21.0,24.0,75.0,5.0,51.0,500.0,124.0,25.1,1004.0,20.4,0.0,W,0.6,École Richard-Toll
4103.0,Décembre,8.0,18,22.0,25.0,58.0,6.0,70.0,500.0,94.0,24.0,1004.3,20.3,0.0,N,0.5,École Richard-Toll
4104.0,Décembre,8.0,18,23.0,27.0,95.0,6.0,84.0,600.0,70.0,23.1,1004.8,19.3,0.0,ENE,0.5,École Richard-Toll
4105.0,Décembre,8.0,19,0.0,30.0,110.0,6.0,103.0,600.0,12.0,22.5,1004.5,19.7,0.0,NNE,0.9,École Richard-Toll
4106.0,Décembre,8.0,19,1.0,34.0,63.0,6.0,117.0,600.0,2.0,22.0,1004.7,19.5,0.0,E,0.5,École Richard-Toll
4107.0,Décembre,8.0,19,2.0,28.0,39.0,7.0,116.0,500.0,2.0,22.2,1004.7,18.6,0.0,NE,1.2,École Richard-Toll
4108.0,Décembre,8.0,19,3.0,25.0,63.0,6.0,110.0,500.0,2.0,21.7,1004.8,18.1,0.0,NE,1.2,École Richard-Toll
4109.0,Décembre,8.0,19,4.0,23.0,41.0,5.0,102.0,400.0,2.0,21.4,1004.9,17.8,0.0,NE,0.9,École Richard-Toll
4110.0,Décembre,8.0,19,5.0,19.0,37.0,6.0,94.0,400.0,2.0,20.7,1005.3,17.9,0.0,NE,0.6,École Richard-Toll
4111.0,Décembre,8.0,19,6.0,19.0,19.0,6.0,78.0,500.0,2.0,21.5,1005.9,17.9,0.0,NE,0.6,École Richard-Toll
4112.0,Décembre,8.0,19,7.0,23.0,56.0,5.0,64.0,900.0,2.0,24.2,1006.4,17.0,0.0,NE,1.4,École Richard-Toll
4113.0,Décembre,8.0,19,8.0,18.0,54.0,6.0,55.0,700.0,5.0,27.4,1006.6,16.7,0.0,NE,1.2,École Richard-Toll
4114.0,Décembre,8.0,19,9.0,20.0,60.0,6.0,48.0,400.0,20.0,30.0,1006.5,16.4,0.0,NNE,1.2,École Richard-Toll
4115.0,Décembre,8.0,19,10.0,17.0,36.0,5.0,45.0,500.0,44.0,31.4,1006.1,15.8,0.0,E,1.1,École Richard-Toll
4116.0,Décembre,8.0,19,11.0,17.0,36.0,5.0,45.0,700.0,64.4742,32.9,1005.6,15.0,0.0,NE,2.0,École Richard-Toll
4117.0,Décembre,8.0,19,12.0,10.0,30.0,6.0,36.0,400.0,94.0,33.7,1004.9,13.7,0.0,ENE,1.6,École Richard-Toll
4118.0,Décembre,8.0,19,13.0,18.0,29.0,5.0,33.0,400.0,121.0,34.1,1004.3,10.7,0.0,SSW,1.1,École Richard-Toll
4119.0,Décembre,8.0,19,14.0,12.0,29.0,4.0,21.0,400.0,133.0,35.2,1003.6,12.8,0.0,NNW,1.1,École Richard-Toll
4120.0,Décembre,8.0,19,15.0,12.0,12.0,4.0,21.0,300.0,108.0,34.6,1003.2,11.7,0.0,NNE,1.3,École Richard-Toll
4121.0,Décembre,8.0,19,16.0,9.0,37.0,5.0,13.0,300.0,127.0,34.1,1002.8,13.5,0.0,ESE,1.1,École Richard-Toll
4122.0,Décembre,8.0,19,17.0,10.0,23.0,6.0,22.0,400.0,149.0,31.9,1002.8,19.2,0.0,S,0.8,École Richard-Toll
4123.0,Décembre,8.0,19,18.0,10.0,34.0,5.0,32.0,400.0,151.0,30.0,1003.1,16.8,0.0,SW,1.6,École Richard-Toll
4124.0,Décembre,8.0,19,19.0,26.0,102.0,7.0,66.0,600.0,153.0,30.1,1003.6,16.9,0.0,SW,1.9,École Richard-Toll
4125.0,Décembre,8.0,19,20.0,27.0,69.0,7.0,47.0,500.0,137.0,28.5,1004.2,18.0,0.0,SW,2.1,École Richard-Toll
4126.0,Décembre,8.0,19,21.0,27.0,48.0,7.0,53.0,600.0,105.0,26.4,1004.4,20.0,0.0,W,0.4,École Richard-Toll
4127.0,Décembre,8.0,19,22.0,27.0,84.0,8.0,53.0,700.0,52.0,25.5,1004.3,19.4,0.0,SSW,0.7,École Richard-Toll
4128.0,Décembre,8.0,19,23.0,33.0,98.0,7.0,72.0,700.0,69.0,24.3,1004.6,20.4,0.0,N,0.2,École Richard-Toll
4129.0,Décembre,8.0,20,0.0,32.0,119.0,7.0,66.0,600.0,66.0,23.6,1004.4,19.9,0.0,NNE,0.6,École Richard-Toll
4130.0,Décembre,8.0,20,1.0,36.0,77.0,9.0,68.0,700.0,58.0,23.0,1004.0,19.6,0.0,S,0.1,École Richard-Toll
4131.0,Décembre,8.0,20,2.0,58.0,124.0,13.0,72.0,900.0,90.0,23.0,1004.1,18.3,0.0,NE,1.0,École Richard-Toll
4132.0,Décembre,8.0,20,3.0,65.0,135.0,16.0,38.0,1000.0,155.0,22.9,1004.0,18.2,0.0,NE,0.9,École Richard-Toll
4133.0,Décembre,8.0,20,4.0,68.0,116.0,15.0,47.0,1000.0,119.0,23.3,1004.6,18.8,0.0,NE,1.4,École Richard-Toll
4134.0,Décembre,8.0,20,5.0,59.0,166.0,12.0,95.0,800.0,1.0,23.5,1005.2,19.2,0.0,NE,1.6,École Richard-Toll
4135.0,Décembre,8.0,20,6.0,55.0,160.0,10.0,90.0,1000.0,1.0,23.8,1005.3,19.5,0.0,NNE,1.1,École Richard-Toll
4136.0,Décembre,8.0,20,7.0,84.0,176.0,10.0,100.0,1200.0,1.0,25.7,1005.4,20.7,0.0,NE,1.9,École Richard-Toll
4137.0,Décembre,8.0,20,8.0,131.0,253.0,16.0,113.0,1800.0,1.0,27.7,1005.5,21.7,0.0,E,1.0,École Richard-Toll
4138.0,Décembre,8.0,20,9.0,160.0,211.0,20.0,103.0,2000.0,35.0,28.7,1005.3,21.7,0.0,NNW,1.7,École Richard-Toll
4139.0,Décembre,8.0,20,10.0,161.0,181.0,27.0,84.0,1900.0,88.0,29.2,1004.4,21.9,0.0,NNE,1.2,École Richard-Toll
4140.0,Décembre,8.0,20,11.0,153.0,179.0,29.0,75.0,1800.0,129.0,29.0,1003.9,22.2,0.0,NE,1.4,École Richard-Toll
4141.0,Décembre,8.0,20,12.0,143.0,184.0,28.0,72.0,1800.0,148.0,29.4,1003.2,21.6,0.0,NE,0.6,École Richard-Toll
4142.0,Décembre,8.0,20,13.0,135.0,160.0,27.0,56.0,1700.0,168.0,29.8,1002.7,21.2,0.0,SW,1.8,École Richard-Toll
4143.0,Décembre,8.0,20,14.0,89.0,160.0,18.0,40.0,1000.0,178.0,29.6,1002.5,20.7,0.0,WSW,2.0,École Richard-Toll
4144.0,Décembre,8.0,20,15.0,54.0,67.0,12.0,30.0,700.0,184.0,28.5,1002.3,22.3,0.0,WNW,1.5,École Richard-Toll
4145.0,Décembre,8.0,20,16.0,61.0,79.0,15.0,32.0,700.0,179.0,26.9,1002.6,23.8,0.0,NNE,1.3,École Richard-Toll
4146.0,Décembre,8.0,20,17.0,88.0,238.0,12.0,60.0,1100.0,126.0,26.4,1002.4,23.9,0.5,NNE,1.4,École Richard-Toll
4147.0,Décembre,8.0,20,18.0,95.0,104.0,11.0,63.0,1200.0,106.0,25.0,1002.8,23.6,0.4,N,1.0,École Richard-Toll
4148.0,Décembre,8.0,20,19.0,113.0,141.0,9.0,69.0,1300.0,84.0,24.5,1003.2,23.6,0.8,NNW,0.4,École Richard-Toll
4149.0,Décembre,8.0,20,20.0,105.0,141.0,9.0,63.0,1400.0,84.0,24.1,1003.6,23.6,0.4,N,0.1,École Richard-Toll
4150.0,Décembre,8.0,20,21.0,111.0,111.0,5.0,61.0,1300.0,38.0,24.1,1003.3,23.8,0.0,NE,0.6,École Richard-Toll
4151.0,Décembre,8.0,20,22.0,91.0,111.0,5.0,58.0,1100.0,37.0,23.8,1003.0,23.3,0.2,NNE,1.2,École Richard-Toll
4152.0,Décembre,8.0,20,23.0,82.0,107.0,5.0,83.0,1300.0,25.0,24.2,1003.0,23.9,0.2,E,0.0,École Richard-Toll
4153.0,Décembre,8.0,21,0.0,114.0,118.0,6.0,70.0,1200.0,24.0,24.0,1002.9,23.5,0.0,NNE,0.7,École Richard-Toll
4154.0,Décembre,8.0,21,1.0,143.0,118.0,6.0,80.0,1300.0,1.0,23.8,1003.2,23.5,0.0,NE,1.0,École Richard-Toll
4155.0,Décembre,8.0,21,2.0,144.0,99.0,6.0,75.0,1400.0,1.0,23.5,1003.0,23.2,0.0,NE,0.9,École Richard-Toll
4156.0,Décembre,8.0,21,3.0,135.0,69.0,4.0,39.0,700.0,,23.5,1003.0,23.2,0.0,NNE,0.8,École Richard-Toll
4157.0,Décembre,8.0,21,4.0,141.0,70.0,6.0,39.0,1100.0,1.0,23.4,1002.8,23.1,0.0,NNE,0.6,École Richard-Toll
4158.0,Décembre,8.0,21,5.0,136.0,84.0,3.0,63.0,1200.0,1.0,23.4,1002.8,23.1,0.1,NE,1.0,École Richard-Toll
4159.0,Décembre,8.0,21,6.0,130.0,51.0,5.0,52.0,1100.0,11.0,23.1,1003.6,22.8,0.0,NE,1.1,École Richard-Toll
4160.0,Décembre,8.0,21,7.0,102.0,104.0,5.0,55.0,1100.0,1.0,24.0,1003.8,23.1,0.0,NE,1.2,École Richard-Toll
4161.0,Décembre,8.0,21,8.0,102.0,104.0,5.0,55.0,1100.0,1.0,25.7,1004.1,22.8,0.0,ENE,0.4,École Richard-Toll
4162.0,Décembre,8.0,21,9.0,132.0,62.0,6.0,49.0,1100.0,30.0,26.2,1003.8,22.5,0.0,NNE,0.7,École Richard-Toll
4163.0,Décembre,8.0,21,10.0,134.0,99.0,7.0,64.0,1300.0,26.0,26.9,1003.6,22.3,0.0,W,1.1,École Richard-Toll
4164.0,Décembre,8.0,21,11.0,131.0,67.0,6.0,64.0,1100.0,38.0,27.6,1003.3,22.5,0.0,W,1.6,École Richard-Toll
4165.0,Décembre,8.0,21,12.0,123.0,50.0,7.0,59.0,1100.0,60.0,28.2,1002.8,21.7,0.0,WSW,2.6,École Richard-Toll
4166.0,Décembre,8.0,21,13.0,99.0,108.0,7.0,65.0,1200.0,80.0,29.7,1002.2,21.1,0.0,WSW,2.8,École Richard-Toll
4167.0,Décembre,8.0,21,14.0,121.0,108.0,8.0,61.0,1100.0,110.0,30.2,1001.7,20.2,0.0,W,3.0,École Richard-Toll
4168.0,Décembre,8.0,21,15.0,84.0,42.0,10.0,38.0,800.0,140.0,30.5,1000.7,19.8,0.0,SSW,1.8,École Richard-Toll
4169.0,Décembre,8.0,21,16.0,72.0,35.0,11.0,32.0,700.0,155.0,30.0,1000.9,20.3,0.0,SW,3.0,École Richard-Toll
4170.0,Décembre,8.0,21,17.0,47.0,52.0,15.0,36.0,700.0,159.0,28.8,1000.8,19.4,0.0,SW,2.3,École Richard-Toll
4171.0,Décembre,8.0,21,18.0,75.0,93.0,17.0,37.0,700.0,162.0,27.0,1000.9,20.6,0.0,SW,2.1,École Richard-Toll
4172.0,Décembre,8.0,21,19.0,53.0,53.0,18.0,40.0,700.0,136.0,26.4,1001.7,20.3,0.0,SW,1.3,École Richard-Toll
4173.0,Décembre,8.0,21,20.0,73.0,112.0,16.0,46.0,700.0,112.0,24.7,1002.2,21.0,0.0,SW,1.4,École Richard-Toll
4174.0,Décembre,8.0,21,21.0,81.0,146.0,12.0,49.0,700.0,93.0,24.0,1002.3,21.5,0.0,SW,0.1,École Richard-Toll
4175.0,Décembre,8.0,21,22.0,93.0,125.0,11.0,58.0,800.0,65.0,22.7,1002.3,21.5,0.0,WSW,0.6,École Richard-Toll
4176.0,Décembre,8.0,21,23.0,99.0,145.0,7.0,90.0,1000.0,21.0,22.3,1002.4,21.5,0.0,N,0.0,École Richard-Toll
4177.0,Décembre,8.0,22,0.0,111.0,140.0,4.0,98.0,1100.0,4.0,21.9,1002.3,21.2,0.0,ENE,0.6,École Richard-Toll
4178.0,Décembre,8.0,22,1.0,111.0,140.0,4.0,98.0,700.0,1.2852,21.8,1002.4,20.8,0.0,NNE,0.8,École Richard-Toll
4179.0,Décembre,8.0,22,2.0,114.0,120.0,7.0,95.0,1000.0,1.0,21.7,1002.5,20.7,0.0,NE,1.1,École Richard-Toll
4180.0,Décembre,8.0,22,3.0,117.0,161.0,6.0,106.0,1000.0,1.0,21.6,1002.6,20.4,0.0,NE,1.7,École Richard-Toll
4181.0,Décembre,8.0,22,4.0,130.0,187.0,7.0,94.0,1000.0,1.0,21.4,1002.9,20.6,0.0,NE,0.8,École Richard-Toll
4182.0,Décembre,8.0,22,5.0,131.0,147.0,6.0,82.0,1000.0,1.0,21.5,1003.5,20.7,0.0,E,0.7,École Richard-Toll
4183.0,Décembre,8.0,22,6.0,117.0,123.0,6.0,76.0,900.0,1.0,22.6,1003.8,21.1,0.0,ENE,1.0,École Richard-Toll
4184.0,Décembre,8.0,22,7.0,133.0,123.0,7.0,71.0,1000.0,7.0,23.8,1004.2,21.5,0.0,NE,1.1,École Richard-Toll
4185.0,Décembre,8.0,22,8.0,109.0,118.0,8.0,77.0,900.0,22.0,23.9,1004.6,21.8,0.0,E,0.9,École Richard-Toll
4186.0,Décembre,8.0,22,9.0,127.0,143.0,8.0,94.0,1000.0,16.0,24.3,1004.5,21.8,0.0,NE,0.9,École Richard-Toll
4187.0,Décembre,8.0,22,10.0,127.0,142.0,6.0,89.0,1200.0,18.0,24.2,1004.5,22.8,0.1,NNW,0.1,École Richard-Toll
4188.0,Décembre,8.0,22,11.0,40.0,142.0,6.0,89.0,700.0,12.852,24.3,1003.7,21.6,0.1,ENE,1.1,École Richard-Toll
4189.0,Décembre,8.0,22,12.0,74.0,233.0,7.0,102.0,1200.0,21.0,24.8,1004.1,22.5,0.0,NNE,0.6,École Richard-Toll
4190.0,Décembre,8.0,22,13.0,120.0,177.0,1.0,91.0,1200.0,27.0,25.5,1003.4,22.2,0.0,W,0.8,École Richard-Toll
4191.0,Décembre,8.0,22,14.0,130.0,173.0,4.0,83.0,1200.0,38.0,25.6,1003.1,22.9,0.0,ENE,0.0,École Richard-Toll
4192.0,Décembre,8.0,22,15.0,119.0,138.0,5.0,83.0,1300.0,41.0,25.4,1003.0,21.9,0.0,WSW,1.5,École Richard-Toll
4193.0,Décembre,8.0,22,16.0,125.0,137.0,5.0,102.0,1400.0,23.0,25.8,1003.2,21.9,0.0,WSW,1.3,École Richard-Toll
4194.0,Décembre,8.0,22,17.0,115.0,139.0,5.0,114.0,1300.0,14.0,25.4,1003.2,21.9,0.0,WSW,1.3,École Richard-Toll
4195.0,Décembre,8.0,22,18.0,113.0,133.0,6.0,123.0,1300.0,16.0,24.7,1003.3,22.2,0.0,WSW,0.0,École Richard-Toll
4196.0,Décembre,8.0,22,19.0,108.0,133.0,5.0,131.0,1200.0,62.0,23.9,1003.6,22.5,0.0,W,0.0,École Richard-Toll
4197.0,Décembre,8.0,22,20.0,111.0,136.0,4.0,125.0,1200.0,52.0,23.5,1003.8,22.5,0.0,N,0.1,École Richard-Toll
4198.0,Décembre,8.0,22,21.0,118.0,166.0,4.0,135.0,1500.0,19.0,23.5,1004.4,22.3,0.0,ENE,0.6,École Richard-Toll
4200.0,Décembre,8.0,22,23.0,115.0,145.0,5.0,139.0,1300.0,1.0,23.2,1004.2,21.8,0.0,E,1.0,École Richard-Toll
4201.0,Décembre,8.0,23,0.0,115.0,145.0,5.0,139.0,1100.0,1.0,22.8,1004.0,21.6,0.0,W,0.5,École Richard-Toll
4202.0,Décembre,8.0,23,1.0,99.0,146.0,5.0,89.0,1100.0,1.0,22.6,1004.1,21.8,0.0,NW,0.1,École Richard-Toll
4203.0,Décembre,8.0,23,2.0,104.0,155.0,6.0,85.0,1300.0,1.0,22.4,1004.0,21.7,0.0,NE,0.0,École Richard-Toll
4204.0,Décembre,8.0,23,3.0,114.0,157.0,6.0,80.0,1500.0,1.0,22.4,1004.4,21.9,0.0,N,0.0,École Richard-Toll
4205.0,Décembre,8.0,23,4.0,97.0,157.0,4.0,72.0,1400.0,1.0,22.3,1004.1,21.8,0.0,NE,1.0,École Richard-Toll
4206.0,Décembre,8.0,23,5.0,79.0,81.0,4.0,62.0,800.0,1.0,22.1,1004.5,21.3,0.0,NE,1.2,École Richard-Toll
4207.0,Décembre,8.0,23,6.0,98.0,112.0,4.0,65.0,900.0,1.0,22.2,1004.7,21.4,0.0,ESE,0.9,École Richard-Toll
4208.0,Décembre,8.0,23,7.0,98.0,112.0,4.0,65.0,800.0,1.0,23.1,1005.1,20.8,0.0,NE,0.8,École Richard-Toll
4209.0,Décembre,8.0,23,8.0,81.0,90.0,5.0,56.0,900.0,1.0,25.1,1005.0,21.0,0.0,NE,1.3,École Richard-Toll
4210.0,Décembre,8.0,23,9.0,85.0,109.0,5.0,62.0,1100.0,1.0,27.4,1005.2,21.0,0.0,NE,1.8,École Richard-Toll
4211.0,Décembre,8.0,23,10.0,71.0,105.0,11.0,69.0,1200.0,1.0,30.7,1005.0,19.4,0.0,NNE,1.2,École Richard-Toll
4212.0,Décembre,8.0,23,11.0,62.0,107.0,17.0,71.0,900.0,16.0,32.8,1004.2,16.2,0.0,WNW,1.4,École Richard-Toll
4213.0,Décembre,8.0,23,12.0,62.0,75.0,17.0,71.0,700.0,53.0,33.9,1003.3,12.3,0.0,ENE,2.2,École Richard-Toll
4214.0,Décembre,8.0,23,13.0,20.0,23.0,12.0,29.0,600.0,92.0,34.6,1002.8,16.0,0.0,ESE,1.5,École Richard-Toll
4215.0,Décembre,8.0,23,14.0,13.0,50.0,5.0,22.0,500.0,104.0,34.4,1002.2,13.3,0.0,ESE,1.4,École Richard-Toll
4216.0,Décembre,8.0,23,15.0,5.0,9.0,6.0,22.0,400.0,120.0,34.8,1001.4,13.6,0.0,NE,1.5,École Richard-Toll
4217.0,Décembre,8.0,23,16.0,12.0,16.0,8.0,21.0,400.0,124.0,33.9,1001.2,14.4,0.0,NNE,1.3,École Richard-Toll
4218.0,Décembre,8.0,23,17.0,16.0,16.0,7.0,26.0,600.0,130.0,32.8,1001.5,20.0,0.0,W,0.4,École Richard-Toll
4219.0,Décembre,8.0,23,18.0,14.0,26.0,6.0,40.0,800.0,118.0,28.0,1002.6,16.9,0.0,SW,1.1,École Richard-Toll
4220.0,Décembre,8.0,23,19.0,18.0,49.0,3.0,64.0,500.0,89.0,25.7,1003.2,17.1,0.0,SW,0.7,École Richard-Toll
4221.0,Décembre,8.0,23,20.0,20.0,50.0,3.0,74.0,600.0,75.0,23.7,1004.1,18.3,0.0,WSW,0.2,École Richard-Toll
4222.0,Décembre,8.0,23,21.0,28.0,77.0,4.0,109.0,700.0,51.0,22.9,1004.0,18.4,0.0,SW,0.6,École Richard-Toll
4223.0,Décembre,8.0,23,22.0,32.0,82.0,4.0,129.0,700.0,25.0,22.9,1004.1,18.2,0.0,WSW,0.2,École Richard-Toll
4224.0,Décembre,8.0,23,23.0,38.0,101.0,6.0,143.0,900.0,6.0,22.2,1004.3,18.8,0.0,N,0.2,École Richard-Toll
4225.0,Décembre,8.0,24,0.0,44.0,137.0,7.0,142.0,1000.0,1.0,22.1,1004.4,18.9,0.0,N,0.0,École Richard-Toll
4226.0,Décembre,8.0,24,1.0,48.0,104.0,9.0,143.0,1100.0,1.0,23.0,1004.5,18.1,0.0,NE,1.8,École Richard-Toll
4227.0,Décembre,8.0,24,2.0,71.0,197.0,9.0,108.0,1100.0,1.0,22.9,1004.5,18.2,0.0,NE,1.4,École Richard-Toll
4228.0,Décembre,8.0,24,3.0,59.0,155.0,10.0,75.0,700.0,,21.9,1004.4,18.3,0.0,NE,0.6,École Richard-Toll
4229.0,Décembre,8.0,24,4.0,40.0,99.0,9.0,75.0,600.0,1.0,20.9,1004.3,18.3,0.0,ENE,0.8,École Richard-Toll
4230.0,Décembre,8.0,24,5.0,34.0,59.0,7.0,73.0,600.0,1.0,21.1,1004.6,18.7,0.0,NE,1.0,École Richard-Toll
4231.0,Décembre,8.0,24,6.0,30.0,55.0,6.0,71.0,600.0,1.0,22.0,1004.5,18.4,0.0,NE,1.5,École Richard-Toll
4232.0,Décembre,8.0,24,7.0,30.0,68.0,7.0,86.0,700.0,1.0,24.0,1004.6,18.2,0.0,NE,2.1,École Richard-Toll
4233.0,Décembre,8.0,24,8.0,33.0,76.0,7.0,87.0,600.0,1.0,26.6,1005.0,18.7,0.0,NNE,0.7,École Richard-Toll
4234.0,Décembre,8.0,24,9.0,38.0,117.0,8.0,88.0,700.0,5.0,29.5,1005.1,17.3,0.0,N,0.8,École Richard-Toll
4235.0,Décembre,8.0,24,10.0,30.0,102.0,7.0,63.0,700.0,32.0,31.3,1004.7,16.9,0.0,NE,1.6,École Richard-Toll
4236.0,Décembre,8.0,24,11.0,24.0,53.0,9.0,42.0,600.0,65.0,32.3,1004.1,17.4,0.0,E,1.0,École Richard-Toll
4237.0,Décembre,8.0,24,12.0,22.0,26.0,6.0,29.0,500.0,95.0,33.9,1003.8,13.9,0.0,E,1.2,École Richard-Toll
4238.0,Décembre,8.0,24,13.0,21.0,37.0,6.0,31.0,500.0,120.0,34.8,1003.5,11.9,0.0,ENE,1.9,École Richard-Toll
4239.0,Décembre,8.0,24,14.0,13.0,14.0,5.0,23.0,400.0,116.0,35.4,1002.8,13.0,0.0,ENE,1.1,École Richard-Toll
4240.0,Décembre,8.0,24,15.0,12.0,14.0,4.0,20.0,300.0,107.0,34.5,1002.2,13.3,0.0,ESE,1.8,École Richard-Toll
4241.0,Décembre,8.0,24,16.0,12.0,25.0,7.0,22.0,300.0,128.0,33.8,1002.1,13.8,0.0,WSW,0.6,École Richard-Toll
4242.0,Décembre,8.0,24,17.0,14.0,26.0,8.0,28.0,400.0,135.0,32.4,1001.8,14.5,0.0,SSE,0.1,École Richard-Toll
4243.0,Décembre,8.0,24,18.0,14.0,20.0,5.0,43.0,400.0,113.0,29.5,1002.1,16.7,0.0,SW,1.9,École Richard-Toll
4244.0,Décembre,8.0,24,19.0,27.0,99.0,7.0,65.0,600.0,144.0,26.3,1002.8,18.4,0.0,WSW,0.4,École Richard-Toll
4245.0,Décembre,8.0,24,20.0,42.0,104.0,7.0,71.0,700.0,149.0,24.2,1003.1,18.8,0.0,SW,0.5,École Richard-Toll
4246.0,Décembre,8.0,24,21.0,47.0,105.0,6.0,84.0,800.0,99.0,23.2,1003.4,19.4,0.0,SSW,0.0,École Richard-Toll
4247.0,Décembre,8.0,24,22.0,47.0,117.0,6.0,139.0,900.0,24.0,22.2,1003.3,19.9,0.0,WSW,0.1,École Richard-Toll
4248.0,Décembre,8.0,24,23.0,52.0,166.0,6.0,143.0,1000.0,3.0,21.4,1003.5,17.4,0.0,NE,0.7,École Richard-Toll
4249.0,Décembre,8.0,25,0.0,57.0,166.0,7.0,148.0,1000.0,1.0,20.9,1003.4,17.1,0.0,NNW,0.4,École Richard-Toll
4250.0,Décembre,8.0,25,1.0,44.0,124.0,7.0,106.0,700.0,1.0,20.0,1003.4,17.4,0.0,ENE,0.0,École Richard-Toll
4251.0,Décembre,8.0,25,2.0,47.0,132.0,8.0,106.0,800.0,1.0,19.5,1003.3,16.7,0.0,NE,0.7,École Richard-Toll
4252.0,Décembre,8.0,25,3.0,47.0,123.0,8.0,101.0,700.0,1.0,19.4,1003.2,16.8,0.0,NE,0.7,École Richard-Toll
